Institution,Researcher Name,Associated Facilities,Research Areas,Research Chairs/Grant Funding,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Alternative Fuels,Autonomy and AI,Batteries and Fuel Cells,Biocomposites,Coatings and Corrosion,Connected Vehicles,Control,Crashworthiness,Electronics,Forming and Joining,High Strength Steel,Hybrid and Electric Vehicles,Industrial Processes,Injury Prevention,Internal Combustion Engines,Lightweight Metals,Mechatronics,Nanotechnology,Networks and Security,"Noise, Vibration and Harshness",Polymers and Composite Materials,Powertrain,Sensors,Software,Stress and Fracture,Transportation and Charging,Vehicle Design
University of Waterloo,"Erkorkmaz, Kaan",WATCAR,"Precision machining, modeling, optimal trajectory generation, precision motion control.","NSERC (Discovery Grants Program): Structural Motion Control and Optimal Trajectory Planning for High-Productivity Manufacturing.
NSERC (Collaborative Research and Development Grants): Hard shaping and accelerated dressing technologies for high-productivity / high-quality gear manufacture.",Forming and joining,Industrial processes,,,,,,,,,,,,,x,,,x,,,,,,,Err:507,,,,,,,
University of Waterloo,"Esmaeili, Shahrzad","Centre for Advanced Materials Joining
Waterloo Institute for Nanotechnology
WATCAR","Advanced multi-functional materials, thermomechanical processing of advanced alloys, nanostructured metallic biomaterials, characterization and modelling of light alloy processing, phase transformations in light alloys, structural crashworthiness of advanced materials/light alloys.",NSERC (Discovery Grants Program): Multi-length scale studies of early stage precipitation hardening phenomena in Al and Mg alloys.,Lightweight metals,Polymers and composite materials,Biocomposites,Crashworthiness,,,,,x,,,,x,,,,,,,,x,,,,Err:507,x,,,,,,
University of Waterloo,"Fidan, Baris","Centre for Pattern Recognition and Machine Intelligence
WATCAR","CVAVs: collaborative driving technology, robust adaptive control, supervisory control, vehicle stability and control technologies.","Ontario Research Fund - Infrastructure: Cooperative Autonomous Vehicle Network Test-Bed.
Canadian Foundation for Innovation: Cooperative Autonomous Vehicle Network Test-Bed.
NSERC (Discovery Grants Program): Distributed Geometric Coordination of Autonomous Vehicle Networks Moving in Three Dimensions. ",Autonomy and AI,Control,,,,,x,,,,,x,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Fischmeister, Sebastian","NECSIS
Real-Time Embedded Software Research Group
WATCAR","CVAVs: distributed embedded real-time systems, real time safety critical software.
","NSERC (Discovery Grants Program): Rigorous Empirical Performance Analysis of Embedded Systems. 
NSERC (Collaborative Research and Development Grants): Reliable Measurement Contexts for Empirical Performance Evaluation. 
NSERC (Collaborative Research and Development Grants): Using GPUs for Runtime Monitoring and Trace Analysis. 
NSERC (Engage Grants Program): Trace Analysis of Controller Area Network Data. ",Software,Injury Prevention,,,,,,,,,,,,,,,,,x,,,,,,Err:507,,,,x,,,
University of Waterloo,"Fowler, Michael","Waterloo Institute for Sustainable Energy
WATCAR","Conductive polymer blends, design and performance of fuel cell stacks and systems, polymeric materials, fuel cells materials testing, fuel cell reliability modelling, hydrogen production and distribution, life cycle analysis, electric vehicle fuel cells.","NSERC (Discovery Grants Program): Hybrid Fuel Cell Power Train Development Considering Electrochemical Power Source Degradation.
NSERC (Collaborative Research and Development Grants): Adaptive Energy Ecosystems - Improved Operability, Efficiency and Economics for Electricity and Gas Infrastructure. 
NSERC (Engage Grants Program): Scale-up Production of Graphene-wrapped TiO2 Nano-flower Photocatalyst for Hydrogen Production. ",Polymers and composite materials,Batteries and fuel cells,Alternative fuels,Hybrid and electric vehicles,,x,,x,,,,,,,,,x,,,,,,,,Err:507,x,,,,,,
University of Waterloo,"Fraser, Royden","Waterloo Institute for Sustainable Energy
WATCAR","Alternative fuels, exergy analysis of energy conversion systems, in-cylinder combustion diagnostics, life cycle analysis, vehicle fleet/power plant/industry emission impacts.","NSERC (Discovery Grants Program): Drive Cycle Impacts on Electrified Vehicle Design and Development.
NSERC (Collaborative Research and Development Grants): Bridging the Gap between Laboratory Ready and Consumer Ready Next Generation Plug-in Hybrid Electric Powertrains. ",Alternative fuels,Internal combustion engines,,,,x,,,,,,,,,,,,,,x,,,,,Err:507,,,,,,,
University of Waterloo,"Freeman, George",WATCAR,"CVAVs: optimal loss and lossless data compression algorithms, signal processing for digital communications, storage and recognition applications in speech and image coding.",No NSERC. (Since 2011),Networks and security,Software,Connected vehicles,,,,,,,,x,,,,,,,,,,,,,x,Err:507,,,,x,,,
University of Waterloo,"Fu, Liping",WATCAR,"CVAVs: AI, GIS, intelligent transportation systems, route guidance systems, travel time estimation.","NSERC (Discovery Grants Program): Intelligent Weather-Responsive Traffic Management. 
NSERC (Collaborative Research and Development Grants): Sustainable Snow and Ice Control of Parking Lots, Platforms, and Sidewalks (SICOPS) for Improving Winter Pedestrian Safety.",Autonomy and AI,Connected vehicles,Transportation and charging,,,,x,,,,x,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Waterloo,"Gaudet, Vincent",WATCAR,CVAVs: communication circuits and systems.,NSERC (Discovery Grants Program): Energy-Efficient Computation and its Application to Baseband Signal Processing Systems. ,Connected vehicles,Networks and security,,,,,,,,,x,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Gebotys, Catherine",WATCAR,"CVAVs: embedded hardware security, countermeasures for hardware hacking, protection of keys, secure boot.","NSERC (Discovery Grants Program): Reliable and Secure Embedded Cryptographic Systems.
NSERC (Department of National Defence/NSERC Research Parternship): Hacking Secure Embedded Hardware: Models, Tools, and Countermeasures. ",Networks and security,,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Gerlich, Adrian","Centre for Advanced Materials Joining
WATCAR","Friction stir welding, roll bonding, overlay welding, materials characterization of light alloys, steels and metal matrix composites using electron microscopy, physical metallurgy of welded components, structural crashworthiness of light alloys, steels and metal composites.","NSERC/TransCanada Industrial Research Chair in Welding for Energy Infrastructure
Ontario Research Fund - Infrastructure: Refill Friction Stir Welding of Lightweight Materials.
NSERC (Engage Grants Program): Silver Nanopastes for Electronic Packaging: Joining Mechanism and Applications. 
NSERC (Engage Grants Program): Friction Stir Welding of Fuel Containers.
NSERC (Discovery Grants Program): Friction Stir Welding of Dissimilar Sheet Materials. ",Forming and joining,Lightweight metals,High strength steel,Crashworthiness,,,,,,,,,x,,x,x,,,,,x,,,,Err:507,,,,,,,
University of Waterloo,"Glinka, Gregory","Centre for Advanced Materials Joining
WATCAR","Moving boundary analysis of cracks and notches, creep stress-strain analysis, stress intensity modelling, computer-aided design, fatigue of structures and creep of engineering materials.",No NSERC. (Since 2014),Stress and fracture,Vehicle design,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,x,,x
University of Waterloo,"Golab, Lukasz",WATCAR,Data analysis of vehicle usage,"Canada Research Chair in Data Analytics for Sustainability 
NSERC (Discovery Grants Program): Characterizing and Improving Data Quality in Very Large Databases.",Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Waterloo,"Gong, Guang",WATCAR,"CVAVs: Multimedia communication security, network security.","NSERC (Strategic Projects): Secure and Efficient Systems for Integrated Compression and Encryption. 
NSERC (Discovery Grants Program): Investigation of Nw Protection Mechanisms and Protocols fro Security and Privacy of Smart Grid. ",Networks and security,,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Harris, Randy",WATCAR,"CVAVs: speech recognition, voice interface design.",No NSERC. (Since 2005),Connected vehicles,,,,,,,,,,x,,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Heppler, Glenn",WATCAR,"Dynamics and control of structures, composite materials, materials modelling.","NSERC (Discovery Grants Program): Dynamics and Control of Micropolar Material Structures with Embedded Angular Momentum.
NSERC (Engage Grants Program): Development of Intelligent Interpolation Models Based on Limited and Expensive CFD and FEA simulations for Real-time Applications. ",Polymers and composite materials,,,,,,,,,,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Waterloo,"Hickey, Jean-Pierre",WATCAR,"Flow analysis, supercritical combustion, high-pressure fuel injector systems.",No NSERC. (Since 2012),Internal combustion engines,,,,,,,,,,,,,,,,,,,x,,,,,Err:507,,,,,,,
University of Waterloo,"Hipel, Keith",WATCAR,"Supply chain: production management, multiple objective decision making, time series analysis techniques.",NSERC (Discovery Grants Program): System of Systems Engineering Methodologies for Responsible Environmental  Management. ,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Waterloo,"Histon, Jonathan",WATCAR,"CVAVs: decision support tools for time-critical decision making, human-machine interface.",NSERC (Discovery Grants Program): Supporting Operator Complexity Management in Supervisory Control Systems. ,Connected vehicles,Injury Prevention,,,,,,,,,x,,,,,,,,x,,,,,,Err:507,,,,,,,
University of Waterloo,"Ho, Pin-Han",WATCAR,CVAVs: secure and privacy-preserving vehicular communications.,"NSERC (Discovery Grants Program): Failure Localization in all-Optical Mesh Wavelength Division Multiplexing (WDM) Networks.
NSERC (Engage Grants Program): Real-time Content Snapshot Acquisition in Billboard/Signage Networks. ",Networks and security,,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Huissoon, Jan","Centre for Advanced Materials Joining
WATCAR","CVAVs: autonomous navigation using Artificial Neural Networks, robotic welding, arc acoustics in GMA welding.",No NSERC. (Since 2013),Autonomy and AI,Forming and joining,,,,,x,,,,,,,,x,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Inal, Kaan",WATCAR,"Metal formability, deformation phenomena in materials, high performance computing and parallel computing, micromechanics.","General Motors Industrial Research Chair in Integrated Computational Mechanics for Mass Efficient Structures
NSERC (Automotive Partnership Canada Project): Sustainable lightweighting technologies: High strength, high crush efficiency extruded aluminum front rails for lightweight bodies.
NSERC (Discovery Grants Program): Multi-scale modelling of non-uniform deformation and formability in aluminum and magnesium alloys.
NSERC (Engage Grants Program): Development of Improved Material Composition and an Improved Manufacturing Process. ",Lightweight metals,Stress and fracture,Vehicle design,,,,,,,,,,,,,,,,,,x,,,,Err:507,,,,,x,,x
University of Waterloo,"Jahed, Hamid","Fatigue and Stress Analysis Lab
WATCAR","Fatigue failure analysis, fatigue life prediction, cyclic plasticity, multi-axial fatigue of magnesium alloys, mechanical testing of MEMs devices, characterizing and modelling lightweight materials behaviour under cyclic loading.","NSERC (Automotive Partnership Canada Project): Optimum design of fatigue-critical automotive components made of magnesium alloys.
NSERC (Discovery Grants Program): Next-Generation Sustainable Lightweight Fatigue-Critical Components Research. ",Stress and fracture,Lightweight metals,Nanotechnology,,,,,,,,,,,,,,,,,,x,,x,,Err:507,,,,,x,,
University of Waterloo,"Jayaram, Shesha",WATCAR,"Characterization of batteries and supercapacitors, evaluation of energy storage elements.",NSERC (Discovery Grants Program): Insulation Condition Assessment of Power System Components in the Future Smart Electricity Grid. ,Batteries and fuel cells,Transportation and charging,,,,,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Waterloo,"Jewkes, Elizabeth",WATCAR,Supply chain: supply chain management.,No NSERC. (Since 2013),Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Waterloo,"Johnson, David",WATCAR,"Powertrains and emissions: Fluid-thermal component design and analysis, incompressible flow turbomachinery.","NSERC (Discovery Grants Program): Turbine Performance and Optical Fluid Velocity Measurements with Application to Dynamic Transient Flow Over Large Scale Wind Turbine Blades. 
NSERC (Engage Grants Program): Image Analysis for Blade Defects. ",Powertrain,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,x,,,,,
University of Waterloo,"Kamel, Mohamed","Centre for Pattern Analysis and Machine Intelligence
Developing Next Generation Intelligent Vehicular Networks and Applications (DIVA) Network","Data and knowledge mining, pattern recognition, cooperative intelligent systems, image processing.",,Autonomy and AI,,,,,,x,,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Karray, Fakhri","Centre for Pattern Analysis and Machine Intelligence
WATCAR","CVAVs: Autonomous/intelligent systems, computational intelligence, concept extraction and natural speech understanding.",NSERC (Discovery Grants Program): Cognitive Based Platform for Advanced Driver Assistance Systems.,Autonomy and AI,Connected vehicles,,,,,x,,,,x,,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Kazerani, Mehrdad","Waterloo Institute for Sustainable Energy
WATCAR","Active power filters, electric, hybrid and fuel cell vehicles, flexible alternative current transmission systems, fuel cell power conditioners, sustainable energy storage.",NSERC (Disocvery Grants Program): Research on Enabling Technologies for Electrification of Transporation and Integration of Renewables in Remote Communities' Microgrids.,Hybrid and electric vehicles,Powertrain,Batteries and fuel cells,,,,,x,,,,,,,,,x,,,,,,,,Err:507,,x,,,,,
University of Waterloo,"Keshav, Srinivasan",Waterloo Institute for Sustainable Energy,Distributed congestion control for electric vehicle charging.,,Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Waterloo,"Khajepour, Amir","Mechatronic Vehicle Systems Laboratory
Green Intelligent Transportation Systems
Centre for Pattern Analysis and Machine Vision
WATCAR","Advanced vehicle systems, air-gas hybrid engine, power management control strategies for electric and hybrid vehicles, embedded suspension systems, active vehicle stability, noise vibration and harshness (NVH).","Canada Research Chair in Mechatronic Vehicle Systems
NSERC (Automotive Partnership Canada): Next generation electric vehicles: development of key technologies and full vehicle testing.
Ontario Research Fund - Excellence: Green Intelligent Transportation Systems.
NSERC (Research Tools and Instruments): High Speed Hydraulic Actuators for Integration into Servo Motion Vibrational Testing Platform. 
NSERC (Engage Grants Program): Laser Hardening Development. 
NSERC (Collaborative Research and Development Grants): Development of New Technologies for Design and Popularization of Urban Vehicles. 
NSERC (Discovery Grants Program): Air-Hybrid and Fully Variable Valve Timing Systems: Improving the Efficienct of Internal Combustion Engines. ",Mechatronics,Hybrid and electric vehicles,Control,"Noise, vibration and harshness",Internal combustion engines,,,,,,,x,,,,,x,,,x,,x,,,Err:507,,,,,,,
